Date,Shift,Operator,DownTime,From Time,To Time,Major,Minor,Sub Minor,Sub Sub Minor
17/04/2023,Mornings,21 / SR,0.33,17/04/2023 08:10:28,17/04/2023 08:10:58,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 08:13:48,17/04/2023 08:14:28,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.67,17/04/2023 08:16:49,17/04/2023 08:18:49,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,6.17,17/04/2023 08:20:59,17/04/2023 08:27:20,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 08:29:30,17/04/2023 08:30:10,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.83,17/04/2023 08:32:20,17/04/2023 08:34:21,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,5.50,17/04/2023 08:37:21,17/04/2023 08:43:02,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 08:45:12,17/04/2023 08:45:52,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 08:48:12,17/04/2023 08:49:12,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,2.17,17/04/2023 08:51:23,17/04/2023 08:53:43,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.33,17/04/2023 08:56:03,17/04/2023 08:56:33,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 08:58:53,17/04/2023 08:59:34,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,6.00,17/04/2023 09:01:44,17/04/2023 09:07:55,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 09:10:05,17/04/2023 09:10:55,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 09:13:06,17/04/2023 09:13:56,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,3.83,17/04/2023 09:16:06,17/04/2023 09:20:06,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 09:22:17,17/04/2023 09:22:57,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 09:25:17,17/04/2023 09:26:17,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.50,17/04/2023 09:28:28,17/04/2023 09:29:58,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,22.17,17/04/2023 09:30:38,17/04/2023 09:54:11,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,3.83,17/04/2023 09:56:42,17/04/2023 10:00:42,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,5.00,17/04/2023 10:03:33,17/04/2023 10:08:33,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,1.33,17/04/2023 10:11:24,17/04/2023 10:12:54,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.17,17/04/2023 10:15:44,17/04/2023 10:16:54,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.00,17/04/2023 10:19:45,17/04/2023 10:20:45,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 10:23:35,17/04/2023 10:24:36,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,3.50,17/04/2023 10:27:16,17/04/2023 10:30:56,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:33:17,17/04/2023 10:33:57,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 10:36:07,17/04/2023 10:36:57,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:39:18,17/04/2023 10:39:58,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:42:18,17/04/2023 10:42:58,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:45:18,17/04/2023 10:46:08,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:48:29,17/04/2023 10:48:59,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.33,17/04/2023 10:51:19,17/04/2023 10:51:49,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.33,17/04/2023 10:53:59,17/04/2023 10:54:29,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,3.83,17/04/2023 10:56:40,17/04/2023 11:00:40,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,1.17,17/04/2023 11:02:51,17/04/2023 11:04:11,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:06:21,17/04/2023 11:07:11,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,2.67,17/04/2023 11:09:21,17/04/2023 11:12:12,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 11:14:22,17/04/2023 11:15:22,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,1.00,17/04/2023 11:17:32,17/04/2023 11:18:43,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 11:20:53,17/04/2023 11:21:23,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 11:23:43,17/04/2023 11:24:23,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 11:27:14,17/04/2023 11:28:14,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,4.17,17/04/2023 11:31:04,17/04/2023 11:35:25,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,2.50,17/04/2023 11:37:55,17/04/2023 11:40:35,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,1.17,17/04/2023 11:43:06,17/04/2023 11:44:16,Spool Change,Kg Completed,Not Applicable,Not Applicable
