
17/04/2023 05:22:12,Mornings,W3,None,89443/202,Supplier 1,16S1215PRE,89443/202/1,22.74,17/04/2023 05:28:57,3.50
17/04/2023 05:29:13,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/2,22.48,17/04/2023 05:33:34,3.33
17/04/2023 05:33:43,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/3,22.60,17/04/2023 05:37:27,3.17
17/04/2023 05:37:44,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/4,22.70,17/04/2023 05:40:18,2.33
17/04/2023 05:40:34,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/5,22.51,17/04/2023 05:48:53,2.00
17/04/2023 05:49:06,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/6,22.65,17/04/2023 05:51:44,2.00
17/04/2023 05:51:56,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/7,22.63,17/04/2023 05:54:34,2.00
17/04/2023 05:54:47,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/8,22.60,17/04/2023 05:57:11,2.00
17/04/2023 05:57:27,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/9,22.70,17/04/2023 05:59:49,1.83
17/04/2023 06:00:07,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/10,22.71,17/04/2023 06:03:44,2.00
17/04/2023 06:03:58,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/11,22.66,17/04/2023 06:06:30,2.00
17/04/2023 06:06:48,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/12,22.52,17/04/2023 06:12:55,2.00
17/04/2023 06:13:09,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/13,22.44,17/04/2023 06:15:32,2.00
17/04/2023 06:15:49,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/14,22.64,17/04/2023 06:18:14,2.00
17/04/2023 06:18:30,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/15,22.54,17/04/2023 06:24:26,2.00
17/04/2023 06:24:41,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/16,22.64,17/04/2023 06:27:03,2.00
17/04/2023 06:27:21,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/17,22.38,17/04/2023 06:30:04,2.00
17/04/2023 06:30:22,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/18,22.67,17/04/2023 06:32:45,1.83
17/04/2023 06:33:02,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/19,22.50,17/04/2023 06:36:00,2.00
17/04/2023 06:36:22,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/20,22.53,17/04/2023 06:38:48,2.00
17/04/2023 06:39:03,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/21,22.60,17/04/2023 06:42:16,2.00
17/04/2023 06:42:33,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,89443/202/22,22.39,17/04/2023 06:47:55,2.00
