17/04/2023,Mornings,Spooler Line,W3,16S1215PRE,735.04,1306.12,1287.58,Week 16,4,Supplier 1
17/04/2023,Mornings,Spooler Line,W1,1631215PL,1063.71,178.13,178.13,Week 16,4,Supplier 1
