17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.11,89504/315/6,Week 16,4,17/04/2023 08:15:18,17/04/2023 08:19:02,3.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.69,89292/222/27,Week 16,4,17/04/2023 08:16:09,17/04/2023 08:19:06,2.50,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,1.41,89623/211/6,Week 16,4,17/04/2023 08:15:08,17/04/2023 08:19:12,0.33,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,0.08,89504/315/7,Week 16,4,17/04/2023 08:19:09,17/04/2023 08:20:58,0.33,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.67,89292/222/28,Week 16,4,17/04/2023 08:19:39,17/04/2023 08:22:42,2.67,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.77,89292/222/29,Week 16,4,17/04/2023 08:23:19,17/04/2023 08:26:26,2.83,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.55,89443/202/43,Week 16,4,17/04/2023 08:18:39,17/04/2023 08:26:52,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.52,89443/202/44,Week 16,4,17/04/2023 08:27:10,17/04/2023 08:29:45,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.69,89292/222/30,Week 16,4,17/04/2023 08:27:00,17/04/2023 08:30:12,2.83,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.34,89623/211/7,Week 16,4,17/04/2023 08:20:39,17/04/2023 08:30:36,0.00,1000.00,BOBBIN 1.2G3
