17/04/2023,Mornings,W3,21 / SR,0.50,17/04/2023 07:25:09,17/04/2023 07:25:39,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.17,89443/202,89443/202/32,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,22.64,1.83
17/04/2023,Mornings,W5,None,0.50,17/04/2023 07:25:39,17/04/2023 07:27:04,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.67,89292/222,89292/222/16,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.40,1.33
17/04/2023,Mornings,W3,21 / SR,0.50,17/04/2023 07:27:45,17/04/2023 07:28:25,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.33,89443/202,89443/202/33,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,23.32,1.83
17/04/2023,Mornings,W5,None,0.67,17/04/2023 07:28:55,17/04/2023 07:30:25,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.67,89292/222,89292/222/17,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.62,1.33
17/04/2023,Mornings,W3,21 / SR,0.33,17/04/2023 07:30:35,17/04/2023 07:31:05,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.33,89443/202,89443/202/34,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.49,1.83
17/04/2023,Mornings,W5,None,0.83,17/04/2023 07:32:05,17/04/2023 07:33:35,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.33,89292/222,89292/222/18,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.00,15.17,1.33
17/04/2023,Mornings,W3,21 / SR,1.83,17/04/2023 07:33:05,17/04/2023 07:34:56,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.00,89443/202,89443/202/35,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,21.81,1.67
17/04/2023,Mornings,W5,None,0.67,17/04/2023 07:35:36,17/04/2023 07:37:06,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.83,89292/222,89292/222/19,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,16.37,1.50
17/04/2023,Mornings,W5,None,0.67,17/04/2023 07:38:54,17/04/2023 07:40:24,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,1.50,89292/222,89292/222/20,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.00,5.95,0.50
17/04/2023,Mornings,W3,21 / SR,2.67,17/04/2023 07:37:06,17/04/2023 07:41:04,reason not entered,null,null,null,16S1215PRE,2.33,89443/202,89443/202/36,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,23.64,1.83
17/04/2023,Mornings,W3,21 / SR,10.83,17/04/2023 07:43:45,17/04/2023 07:54:46,reason not entered,null,null,null,16S1215PRE,2.67,89443/202,89443/202/37,Supplier 1,Week 16,4,BOBBIN 1.0,0.17,21.45,2.50
17/04/2023,Mornings,W5,None,11.67,17/04/2023 07:42:15,17/04/2023 07:54:56,reason not entered,null,null,null,1631216BRE,2.67,89292/222,89292/222/21,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.22,1.33
17/04/2023,Mornings,W3,21 / SR,0.33,17/04/2023 07:57:37,17/04/2023 07:58:07,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,3.00,89443/202,89443/202/38,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,22.78,2.67
17/04/2023,Mornings,W5,None,0.50,17/04/2023 07:57:17,17/04/2023 07:58:47,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.33,89292/222,89292/222/22,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.50,16.36,1.83
17/04/2023,Mornings,W4,None,145.17,17/04/2023 05:20:52,17/04/2023 07:59:07,reason not entered,null,null,null,16S1016BRE,1.67,89504/315,89504/315/1,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.50,0.46,0.17
17/04/2023,Mornings,W4,None,2.17,17/04/2023 07:59:37,17/04/2023 08:02:37,reason not entered,null,null,null,16S1016BRE,1.33,89504/315,89504/315/2,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.00,1.45,0.33
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:01:07,17/04/2023 08:02:37,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.17,89292/222,89292/222/23,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.62,1.83
17/04/2023,Mornings,W5,None,3.00,17/04/2023 08:03:17,17/04/2023 08:06:18,reason not entered,null,null,null,1631216BRE,0.67,89292/222,89292/222/23,Supplier 1,Week 16,4,BOBBIN 1.2G3,0.50,1.64,0.17
17/04/2023,Mornings,W3,21 / SR,6.50,17/04/2023 08:00:57,17/04/2023 08:07:37,reason not entered,null,null,null,16S1215PRE,3.00,89443/202,89443/202/39,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.78,2.50
17/04/2023,Mornings,W4,None,0.83,17/04/2023 08:06:47,17/04/2023 08:07:58,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1016BRE,4.50,89504/315,89504/315/3,Supplier 1,Week 16,4,BOBBIN 1.2G3,0.67,16.07,3.83
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:08:18,17/04/2023 08:09:48,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,2.83,89292/222,89292/222/24,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,13.99,1.50
17/04/2023,Mornings,W3,21 / SR,0.33,17/04/2023 08:10:28,17/04/2023 08:10:58,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,3.00,89443/202,89443/202/40,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.48,2.50
17/04/2023,Mornings,W4,None,0.33,17/04/2023 08:11:08,17/04/2023 08:12:08,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1016BRE,3.83,89504/315,89504/315/4,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.67,16.42,2.17
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:11:58,17/04/2023 08:13:28,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.00,89292/222,89292/222/25,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,15.38,1.67
