
17/04/2023 05:23:32,Mornings,W1,None,89524/076,Supplier 1,1631215PL,89524/076/1,0.81,17/04/2023 05:25:48,0.17
17/04/2023 06:05:58,Mornings,W1,None,89524/076,Supplier 1,1631215PL,89524/076/2,1.17,17/04/2023 06:07:09,0.33
17/04/2023 06:07:18,Mornings,W1,None,89524/076,Supplier 1,1631215PL,89524/076/3,1.10,17/04/2023 06:13:34,0.33
17/04/2023 06:44:17,Mornings,W1,21 / SR,89524/076,Supplier 1,1631215PL,89623/211/4,0.26,17/04/2023 07:07:53,0.33
17/04/2023 08:13:08,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/5,0.61,17/04/2023 08:14:56,0.33
17/04/2023 08:15:08,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/6,1.41,17/04/2023 08:19:12,0.33
17/04/2023 08:20:39,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/7,0.34,17/04/2023 08:30:36,0.00
17/04/2023 08:31:30,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/8,0.57,17/04/2023 08:34:38,0.17
17/04/2023 08:36:31,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/9,0.88,17/04/2023 08:42:01,0.17
17/04/2023 08:43:42,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/10,0.60,17/04/2023 08:44:27,0.50
17/04/2023 08:44:42,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/11,2.66,17/04/2023 08:46:56,0.50
17/04/2023 08:47:32,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/12,0.10,17/04/2023 08:49:28,0.00
17/04/2023 08:51:23,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/13,0.12,17/04/2023 08:54:29,0.17
17/04/2023 08:54:43,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/14,7.90,17/04/2023 08:57:00,1.50
17/04/2023 08:57:13,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/15,2.01,17/04/2023 09:00:05,0.33
17/04/2023 09:00:44,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/16,6.86,17/04/2023 09:08:17,1.17
17/04/2023 09:08:35,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/17,9.36,17/04/2023 09:11:20,1.50
17/04/2023 09:11:35,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/18,14.28,17/04/2023 09:20:21,1.83
17/04/2023 09:20:37,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/19,10.93,17/04/2023 09:23:22,1.83
17/04/2023 09:23:37,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/20,14.48,17/04/2023 09:26:33,1.50
17/04/2023 09:26:47,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/21,14.48,17/04/2023 09:28:51,1.67
17/04/2023 09:29:08,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/22,12.35,17/04/2023 09:36:14,1.67
17/04/2023 09:36:29,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/23,9.69,17/04/2023 09:47:44,4.33
17/04/2023 09:48:21,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/24,8.99,17/04/2023 10:01:14,1.00
17/04/2023 10:01:52,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/25,6.73,17/04/2023 10:09:16,1.17
17/04/2023 10:09:33,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/26,10.66,17/04/2023 10:11:34,1.67
17/04/2023 10:11:44,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/27,12.19,17/04/2023 10:14:05,1.83
17/04/2023 10:14:24,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/28,10.11,17/04/2023 10:17:14,1.50
17/04/2023 10:17:35,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/29,7.11,17/04/2023 10:19:39,1.33
17/04/2023 10:19:55,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/30,2.92,17/04/2023 10:23:28,1.33
17/04/2023 10:23:45,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/31,4.84,17/04/2023 10:25:51,0.67
17/04/2023 10:27:16,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/32,0.48,17/04/2023 10:29:57,0.17
17/04/2023 10:30:06,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,89623/211/33,1.13,17/04/2023 10:32:25,0.33
