
14/04/2023 18:44:01,Mornings,A6,23 / DP,89543/33,Supplier 1,16312250DFM,89543/33/1.00,252.72,17/04/2023 05:38:45,22.00
17/04/2023 05:39:01,Mornings,A6,None,89543/33,Supplier 1,16312250DFM,89540/203/2.00,241.46,17/04/2023 06:04:04,21.00
17/04/2023 06:05:01,Mornings,A6,23 / DP,89540/203,Supplier 1,16312250DFM,89540/203/3.00,241.34,17/04/2023 06:43:17,21.00
17/04/2023 06:44:01,Mornings,A6,23 / DP,89540/203,Supplier 1,16312250DFM,89540/203/4.00,241.38,17/04/2023 07:06:28,21.00
17/04/2023 07:07:01,Mornings,A6,23 / DP,89540/203,Supplier 1,16312250DFM,89540/203/5.00,247.43,17/04/2023 07:34:14,22.00
17/04/2023 08:12:41,Mornings,A6,23 / DP,89525/200,Supplier 1,C12D300E3E22,89525/200/6.00,241.46,17/04/2023 08:13:34,0.00
17/04/2023 08:14:01,Mornings,A6,23 / DP,89525/200,Supplier 1,C12D300E3E22,89525/200/7.00,289.78,17/04/2023 08:59:28,25.00
17/04/2023 09:00:01,Mornings,A6,23 / DP,89525/200,Supplier 1,C12D300E3E22,89525/200/8.00,289.74,17/04/2023 09:29:02,25.00
17/04/2023 09:30:01,Mornings,A6,23 / DP,89525/200,Supplier 1,C12D300E3E22,89546/63/9.00,292.24,17/04/2023 10:18:42,27.00
17/04/2023 10:19:01,Mornings,A6,23 / DP,89546/63,Supplier 1,C12D300E3E22,89546/63/10.00,289.41,17/04/2023 10:55:58,26.00
