
17/04/2023 06:07:38,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/1,0.09,17/04/2023 06:21:52,0.67
17/04/2023 07:58:07,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/2,1.41,17/04/2023 08:01:08,1.33
17/04/2023 08:01:57,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/3,16.18,17/04/2023 08:07:02,4.50
17/04/2023 08:07:38,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/4,16.13,17/04/2023 08:11:08,3.33
17/04/2023 08:11:18,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/5,16.13,17/04/2023 08:15:04,3.17
17/04/2023 08:15:18,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/6,16.11,17/04/2023 08:19:02,3.17
17/04/2023 08:19:09,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/7,0.08,17/04/2023 08:20:58,0.33
17/04/2023 08:24:39,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/8,0.04,17/04/2023 08:54:56,0.17
17/04/2023 08:55:13,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/9,16.18,17/04/2023 08:59:37,3.67
17/04/2023 09:02:54,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/10,16.18,17/04/2023 09:08:46,4.00
17/04/2023 09:09:15,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/11,16.18,17/04/2023 09:13:06,3.67
17/04/2023 09:13:16,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/12,16.15,17/04/2023 09:17:30,3.50
17/04/2023 09:18:06,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/13,16.13,17/04/2023 09:21:57,3.67
17/04/2023 09:22:27,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/14,16.14,17/04/2023 09:26:19,3.33
17/04/2023 09:26:58,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/15,16.11,17/04/2023 09:31:32,4.17
17/04/2023 09:32:08,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,89504/315/16,16.13,17/04/2023 09:37:38,5.17
17/04/2023 09:37:49,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/17,16.12,17/04/2023 09:47:08,5.00
17/04/2023 09:47:20,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/18,16.10,17/04/2023 09:51:20,3.50
17/04/2023 09:51:31,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/19,16.14,17/04/2023 09:56:05,3.50
17/04/2023 09:56:22,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/20,16.30,17/04/2023 10:02:55,3.50
17/04/2023 10:03:02,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/21,16.02,17/04/2023 10:06:49,3.17
17/04/2023 10:07:23,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/22,16.02,17/04/2023 10:10:33,2.83
17/04/2023 10:10:43,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/23,16.00,17/04/2023 10:14:07,2.83
17/04/2023 10:14:14,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/24,15.97,17/04/2023 10:17:55,3.00
17/04/2023 10:18:25,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/25,15.85,17/04/2023 10:21:39,2.83
17/04/2023 10:21:45,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/26,16.05,17/04/2023 10:25:22,2.83
17/04/2023 10:25:56,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/27,15.97,17/04/2023 10:29:02,2.67
17/04/2023 10:29:16,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/28,16.01,17/04/2023 10:32:56,3.17
17/04/2023 10:33:07,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/29,15.96,17/04/2023 10:36:38,3.00
17/04/2023 10:36:47,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/30,15.97,17/04/2023 10:40:20,3.00
17/04/2023 10:40:28,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/31,15.85,17/04/2023 10:44:06,3.00
17/04/2023 10:44:38,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/32,16.03,17/04/2023 10:47:56,2.83
17/04/2023 10:48:09,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/33,15.98,17/04/2023 10:51:36,3.00
17/04/2023 10:51:49,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/34,15.92,17/04/2023 10:55:25,3.00
17/04/2023 10:56:00,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/35,16.03,17/04/2023 10:59:11,2.83
17/04/2023 10:59:20,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/36,15.87,17/04/2023 11:02:53,2.83
17/04/2023 11:03:01,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/37,15.98,17/04/2023 11:06:35,2.83
17/04/2023 11:06:41,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/38,15.90,17/04/2023 11:10:14,2.83
17/04/2023 11:10:21,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/39,16.01,17/04/2023 11:14:01,3.00
17/04/2023 11:14:12,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/40,15.99,17/04/2023 11:17:39,3.00
17/04/2023 11:18:13,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/41,16.04,17/04/2023 11:21:27,2.83
17/04/2023 11:21:33,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/42,15.98,17/04/2023 11:25:10,2.67
17/04/2023 11:25:14,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/43,16.01,17/04/2023 11:28:48,2.83
17/04/2023 11:29:24,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/44,15.96,17/04/2023 11:32:24,2.67
17/04/2023 11:33:04,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/45,16.04,17/04/2023 11:36:22,3.00
17/04/2023 11:36:35,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/46,15.98,17/04/2023 11:40:06,3.00
17/04/2023 11:40:35,Mornings,W4,21 / SR,89504/315,Supplier 1,16S1016BRE,89504/315/47,15.87,17/04/2023 11:44:00,3.00
