Date,Shift,Operator,DownTime,From Time,To Time,Major,Minor,Sub Minor,Sub Sub Minor
17/04/2023,Mornings,None,145.17,17/04/2023 05:20:52,17/04/2023 07:59:07,reason not entered,null,null,null
17/04/2023,Mornings,None,2.17,17/04/2023 07:59:37,17/04/2023 08:02:37,reason not entered,null,null,null
17/04/2023,Mornings,None,0.83,17/04/2023 08:06:47,17/04/2023 08:07:58,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.33,17/04/2023 08:11:08,17/04/2023 08:12:08,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.50,17/04/2023 08:14:58,17/04/2023 08:15:59,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,35.83,17/04/2023 08:18:59,17/04/2023 08:56:23,reason not entered,null,null,null
17/04/2023,Mornings,None,5.00,17/04/2023 08:59:34,17/04/2023 09:05:24,reason not entered,null,null,null
17/04/2023,Mornings,None,0.50,17/04/2023 09:08:45,17/04/2023 09:09:45,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.50,17/04/2023 09:13:06,17/04/2023 09:14:06,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.83,17/04/2023 09:17:16,17/04/2023 09:18:36,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.50,17/04/2023 09:21:57,17/04/2023 09:22:57,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.83,17/04/2023 09:26:07,17/04/2023 09:27:17,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,None,0.83,17/04/2023 09:31:18,17/04/2023 09:32:28,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 09:37:29,17/04/2023 09:38:39,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,3.83,17/04/2023 09:40:39,17/04/2023 09:44:40,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 09:47:00,17/04/2023 09:48:10,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 09:51:11,17/04/2023 09:52:21,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,3.67,17/04/2023 09:55:22,17/04/2023 10:00:02,reason not entered,null,null,null
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:02:42,17/04/2023 10:03:53,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:06:43,17/04/2023 10:07:43,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:10:23,17/04/2023 10:11:34,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:13:54,17/04/2023 10:15:04,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:17:45,17/04/2023 10:18:55,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:21:25,17/04/2023 10:22:35,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 10:25:06,17/04/2023 10:26:26,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:28:56,17/04/2023 10:30:06,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:32:47,17/04/2023 10:33:57,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:36:27,17/04/2023 10:37:37,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:40:08,17/04/2023 10:41:18,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:43:58,17/04/2023 10:45:08,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:47:59,17/04/2023 10:48:59,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 10:51:29,17/04/2023 10:52:39,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 10:55:10,17/04/2023 10:56:20,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 10:59:00,17/04/2023 11:00:10,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:02:41,17/04/2023 11:03:51,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:06:21,17/04/2023 11:07:31,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:10:01,17/04/2023 11:11:12,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 11:13:52,17/04/2023 11:15:02,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:17:32,17/04/2023 11:18:33,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:21:13,17/04/2023 11:22:23,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:24:53,17/04/2023 11:26:14,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 11:28:34,17/04/2023 11:29:44,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.83,17/04/2023 11:32:14,17/04/2023 11:33:24,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.50,17/04/2023 11:36:15,17/04/2023 11:37:25,Spool Change,Kg Completed,Not Applicable,Not Applicable
17/04/2023,Mornings,21 / SR,0.67,17/04/2023 11:39:55,17/04/2023 11:41:05,Spool Change,Kg Completed,Not Applicable,Not Applicable
