
17/04/2023 07:09:14,Mornings,R3,106 / DS,89491,Moravia Steel,FORMER SG3-LS,89491/70,1258.00,17/04/2023 07:09:25,0.00
17/04/2023 07:11:13,Mornings,R3,106 / DS,89491,Moravia Steel,FORMER SG3-LS,89491/32,1558.00,17/04/2023 08:49:06,92.00
17/04/2023 08:49:38,Mornings,R3,106 / DS,89496,Moravia Steel,FORMER SG3-LS,89496/30,1555.00,17/04/2023 10:33:17,100.00
