Date,Shift,Operator,DownTime,From Time,To Time,Major,Minor,Sub Minor,Sub Sub Minor
17/04/2023,Mornings,106 / DS,96.00,17/04/2023 05:20:01,17/04/2023 07:04:01,No Operator,Workin elsewhere,N/A,N/A
17/04/2023,Mornings,106 / DS,6,17/04/2023 08:41:01,17/04/2023 08:47:01,General Producti,Change ,Former,N/A
17/04/2023,Mornings,106 / DS,4,17/04/2023 10:30:02,17/04/2023 10:34:02,General Producti,Change ,Former,N/A
