
17/04/2023 07:00:49,Mornings,R1,106 / DS,89569,Saarsthal ,FORMER SG3-LS,89569/25,1556.00,17/04/2023 07:31:32,26.00
17/04/2023 07:32:17,Mornings,R1,106 / DS,89569,Saarsthal ,FORMER SG3-LS,89569/69,1556.00,17/04/2023 08:41:58,65.00
17/04/2023 08:42:39,Mornings,R1,106 / DS,89567,Saarsthal ,FORMER SG3-LS,89567/52,1556.00,17/04/2023 10:14:41,89.00
