
17/04/2023 07:02:01,Mornings,R2,106 / DS,89603,Moravia Steel,FORMER SG2-LS,89603/100,1557.00,17/04/2023 07:02:17,0.00
17/04/2023 07:02:43,Mornings,R2,106 / DS,89602,Moravia Steel,FORMER SG2-LS,89602/97,1557.00,17/04/2023 08:29:24,85.00
17/04/2023 08:30:05,Mornings,R2,106 / DS,89605,Moravia Steel,FORMER SG2-LS,89605/73,1557.00,17/04/2023 10:00:16,87.00
