Date,Shift,Operator,DownTime,From Time,To Time,Major,Minor,Sub Minor,Sub Sub Minor
17/04/2023,Mornings,106 / DS,90.00,17/04/2023 05:20:01,17/04/2023 07:01:07,No Operator,Workin elsewhere,N/A,N/A
17/04/2023,Mornings,106 / DS,2,17/04/2023 08:27:01,17/04/2023 08:29:01,General Producti,Change ,Former,N/A
17/04/2023,Mornings,106 / DS,3,17/04/2023 09:57:02,17/04/2023 10:00:02,General Producti,Change ,Former,N/A
